id,title_romaji,title_english,average_score,genres,start_year,status,chapters,volumes,staff_names
98610,86: Eighty Six,86―EIGHTY-SIX,88,"Action, Drama, Mecha, Sci-Fi",2017,RELEASING,,,"Shirabi, Asato Asato, Yukio Reuter, I-IV, Roman Lempert, Kiyose Takao, Tomoki Tsuchiya, Thithat Chinuang, Chotika Siphurichanya, Tabata"
30003,20 Seiki Shounen,20th Century Boys,88,"Drama, Mystery, Psychological, Sci-Fi, Thriller",1999,FINISHED,249.0,22.0,"Naoki Urasawa, Marc Bernabé, Akemi Wegmüller, Josef Shanel, Matthias Wissnet, Freeman Wong, Elza Keiko, Dirce Miyamura, Roberto Pesci, Vincent Zouzoulkovsky, Nicola Spano, Ram One, Eduardo Solé, Verónica Calafell, Sipei Yu"
140475,Kaoru Hana wa Rin to Saku,The Fragrant Flower Blooms With Dignity,88,"Comedy, Drama, Romance",2021,RELEASING,,,"Saka Mikami, Manon Debienne, Sayaka Okada, Fabian Kraft, KOSUKEN, Diógenes Dih, Diógenes Dih"
30026,HUNTER×HUNTER,Hunter x Hunter,88,"Action, Adventure, Comedy, Fantasy",1998,RELEASING,,,"Yoshihiro Togashi, Naoko Takeuchi, Katsunori Matsui, Kouhei Oonishi, Kengo Monji, Mark Griffin, Marc Bernabé, Thibaud Desbief, Eric Montesinos, Lillian Olsen, Kousuke Yahagi, Kouji Yoshida, Yuu Saitou, HudsonYards, Mark McMurray, Ayako Koike, Rica Sakata, Liên Vũ, Anna Wrzesiak, Rodolphe Gicquel, Hirofumi Yamada, Takahiro Habuta, Kouji Onodera, Songyuu Kim, Marcelo Del Greco"
86635,Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen,Kaguya-sama: Love is War,88,"Comedy, Psychological, Romance, Slice of Life",2015,FINISHED,281.0,28.0,"Aka Akasaka, Tomo Kimura, Emi Louie-Nishikawa, Caio Suzuki, Emilio Ros Casas, Marylou Leclerc, Ninh Di, Dariusz Latoś"
86082,Dungeon Meshi,Delicious in Dungeon,88,"Adventure, Comedy, Drama, Fantasy",2014,FINISHED,111.0,14.0,"Ryouko Kui, Marc Bernabé, Taylor Engel, Sébastien Ludmann, Felipe Monte, Claudia Peter, Wang, Abigail Blackman, Sandro Cecchi, Massimiliano Lucidi, Hinoko, Đan Ngô, Nixuan Li"
85470,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,88,"Adventure, Drama, Ecchi, Fantasy",2014,FINISHED,334.0,26.0,"Rifujin na Magonote, Sirotaka, Alyssa Orton-Niioka, Kevin Frane, Paul Cuneo, Soraphong Kitbunchaporn, airco, Sylvia Gallagher, Melanie Höpfler, Anemone Bauer"
31224,3-gatsu no Lion,March Comes in Like a Lion,88,"Drama, Slice of Life",2007,RELEASING,,,"Chica Umino, Ryou Tomoda, Caio Suzuki, Suzu Kawashima, Kinga Zielińska, Giang Huong, Xingjun Cai, Hibiki Tatsumi"
75143,Kono Oto Tomare!,,87,"Drama, Music, Romance",2012,RELEASING,,,"Amyuu Sakura, Aline Kukor, Tom Bertrand, Nixuan Li"
85737,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,87,"Action, Adventure, Drama, Fantasy, Psychological, Romance, Thriller",2014,RELEASING,,,"Tappei Nagatsuki, Shinichirou Ootsuka, ZephyrRz, Jeremiah Bourque, Thiago Nojiri, Onusa Ungsriwong, Nut Rittrairat, Karolina Dwornik, Monchanok Makbunprasit, Gabriela Takahashi, Yoan Giraud, Lucyna Wawrzyniak"
53900,Umineko no Naku Koro ni Chiru Episode 7: Requiem of the Golden Witch,Umineko When They Cry Episode 7: Requiem of the Golden Witch,87,"Drama, Mystery, Psychological, Supernatural, Thriller",2011,FINISHED,48.0,9.0,"Eita Mizuno, Ryukishi07, Stephen Paul, Abigail Blackman"
44893,Bakemonogatari,Bakemonogatari: Monster Tale,87,"Action, Mystery, Romance, Supernatural",2006,FINISHED,41.0,2.0,"NISIOISIN, VOFAN, Ko Ransom, Thu Hiền, Thu Hà"
143838,Kubishime Romanticist: Ningen Shikkaku - Zerozaki Hitoshiki,Strangulation: Kubishime Romanticist,87,"Comedy, Mystery, Psychological",2002,FINISHED,9.0,1.0,"NISIOISIN, Take"
37375,Kokou no Hito,The Climber,87,"Adventure, Drama, Psychological, Sports",2007,FINISHED,170.0,17.0,"Shinichi Sakamoto, Hiroshi Takano, Shinya Komi, Jirou Nitta, John Werry, Joanna Estep, Yoshio Nabeta, Maria Diaz"
85135,Koe no Katachi,A Silent Voice,87,"Drama, Romance, Slice of Life",2013,FINISHED,64.0,7.0,"Yoshitoki Ooima, Steven LeCroy, Denis Kimura, Géraldine Oudin, Christine Steinle, Salomón Doncel-Moriano Urbano, Hinoko, Tomasz Molski, Sayuri Tanamate"
30007,Hajime no Ippo,Hajime no Ippo: Fighting Spirit!,87,"Action, Comedy, Drama, Sports",1989,RELEASING,,,"Kentarou Miura, George Morikawa, Yuuji Ninomiya, Diógenes Dih"
118586,Sousou no Frieren,Frieren: Beyond Journey’s End,87,"Adventure, Drama, Fantasy",2020,RELEASING,,,"Kanehito Yamada, Tsukasa Abe, Géraldine Oudin, Annaliese Christman, Katsumasa Ogura, Misa, Hilal Öndoğan, Martyna Zdonek, Hironobu Yoshinaka, Jan Kuhn"
116170,Veil,Veil,87,"Romance, Slice of Life",2018,RELEASING,,,"Ikumi Fukuda, Jocelyne Allen, Miyuki Tsuji, Patrick Honnoré, Yukari Maeda, Kévin Druelle"
110802,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 4-bu - Kizoku-in no Jishou Tosho Iin,Ascendance of a Bookworm: Part 4,87,"Fantasy, Slice of Life",2017,FINISHED,209.0,9.0,"You Shiina, Miya Kazuki, Quof, Kieran Redgewell, Meiru"
51525,Akatsuki no Yona,Yona of the Dawn,87,"Action, Adventure, Drama, Fantasy, Romance",2009,RELEASING,,,"Mizuho Kusanagi, Lys Blakeslee, JN Productions, Sandra Nogués Graell, Verena Maser, Ruyuha Kyouka"
112275,Tian Guan Ci Fu,Heaven Official's Blessing,87,"Adventure, Drama, Fantasy, Romance",2019,RELEASING,,,"Mo Xiang Tong Xiu, STARember, Bai Meng She"
118371,Medalist,Medalist,87,"Drama, Psychological, Sports",2020,RELEASING,,,"Ikada Tsuruma, Nori Arashiyama, Hiro Nagimatsu"
39115,Ookami to Koushinryou,Spice & Wolf,87,"Adventure, Drama, Fantasy, Romance, Supernatural",2006,RELEASING,,,"Isuna Hasekura, Juu Ayakura, Paul Starr, Jeremiah Bourque, Jasmine Bernhardt, Guanfen Lin"
143747,Owarimonogatari,Owarimonogatari: End Tale,86,"Drama, Mystery, Psychological, Romance, Supernatural",2013,FINISHED,117.0,3.0,"NISIOISIN, VOFAN, Ko Ransom"
30336,GTO,GTO: Great Teacher Onizuka,86,"Action, Comedy, Drama, Ecchi",1997,FINISHED,208.0,25.0,"Shin Kibayashi, Rando Ayamine, Tooru Fujisawa, Hirotoshi Kurita, Dynamic Tarou, Kiichirou Sugawara, Toshihiro Miura, Toshimi Horikawa, Chung-hyun Park"
30081,ARIA,Aria,86,"Adventure, Comedy, Drama, Fantasy, Sci-Fi, Slice of Life",2002,FINISHED,67.0,12.0,"Kozue Amano, Elina Ishikawa, Sayaka Gojou"
143841,Hitokui Magical: Satsuriku Kijutsu no Niounomiya Kyoudai,,86,"Drama, Mystery, Psychological, Thriller",2003,FINISHED,11.0,1.0,"NISIOISIN, Take"
99026,Kusuriya no Hitorigoto,The Apothecary Diaries,86,"Drama, Mystery",2014,RELEASING,,,"Natsu Hyuuga, Touko Shino, Kevin Steinbach, Lun Ke"
89278,Tobaku Datenroku Kaiji: One Poker-hen,,86,"Drama, Psychological, Thriller",2013,FINISHED,155.0,16.0,Nobuyuki Fukumoto
43245,Chihayafuru,Chihayafuru,86,"Drama, Romance, Sports",2007,FINISHED,248.0,50.0,"Yuki Suetsugu, Fédoua Lamodière, Ko Ransom"
30044,Gintama,Gin Tama,86,"Action, Comedy, Drama, Sci-Fi",2003,FINISHED,709.0,77.0,"Hideaki Sorachi, Kenta Shinohara, Youichi Amano, Tsunehiro Date, Kentarou Itani, Sukeyuki Honda, Kouhei Oonishi, Marc Bernabé, Yuu Saitou, Matthew Rosin, Averil Averill, Freeman Wong, Atsushi Nakazaki, Mokey King, Trang Nguyễn, Takuma Naitou, Takeru Isaka, Osamu Matsuo, Ren Manabe"
187189,Eommareul Mannareo Ganeun Gil,On the Way to Meet Mom,86,"Action, Adventure, Fantasy, Slice of Life",2024,RELEASING,,2.0,"Gomyang, AHN2EE"
117620,Kimi to Tsuzuru Utakata,The Summer You Were There,86,"Drama, Psychological, Romance",2020,FINISHED,32.0,6.0,"Yuama, Elena Pizarro Lanzas, Verena Maser, Margaret Ngo"
98263,Tongari Boushi no Atelier,Witch Hat Atelier,86,"Adventure, Drama, Fantasy",2016,RELEASING,,,"Kamome Shirahama, Fédoua Lamodière, Lys Blakeslee, Beatriz Poszar, Lídia Ivasa, Stephen Kohler, Judit Moreno, Antonio Valdez, Verónica Calafell, Shuji Takizawa, Liên Vũ, Soraphong Kitbunchaporn, Chuanyu Wei"
86559,Golden Kamuy,Golden Kamuy,86,"Action, Adventure, Comedy, Drama",2014,FINISHED,314.0,31.0,"Satoru Noda, Hakkou Ookuma, John Werry, Sébastien Ludmann, Maite Madinabeitia, Eiji Yasuda, Steve Dutro, Steve Dutro, Lídia Ivasa, Beth Kodama, Gabriela Kato, Eugenio Uzhinin, Diógenes Dih, Siyu Lai, Danilo de Assis"
107279,Aoashi,Aoashi,86,Sports,2015,FINISHED,410.0,40.0,"Naohiko Ueno, Yuugo Kobayashi, Anaïs Koechlin"
